population_density,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million
41.285,5394.0,7.0,1.0,61.0,1.0,0.143,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5403.0,9.0,1.286,61.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5409.0,6.0,0.857,61.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5418.0,9.0,1.286,61.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5423.0,5.0,0.714,61.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5452.0,29.0,4.143,61.0,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5530.0,78.0,11.143,61.0,0.0,0.0,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5561.0,31.0,4.429,61.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5605.0,44.0,6.286,61.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5645.0,40.0,5.714,61.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5661.0,16.0,2.286,61.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5676.0,15.0,2.143,61.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5692.0,16.0,2.286,61.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5725.0,33.0,4.714,61.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5781.0,56.0,8.0,61.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5805.0,24.0,3.429,61.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5841.0,36.0,5.143,61.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5866.0,25.0,3.571,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5903.0,37.0,5.286,61.0,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5918.0,15.0,2.143,61.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5931.0,13.0,1.857,62.0,1.0,0.143,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5941.0,10.0,1.429,63.0,1.0,0.143,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,5968.0,27.0,3.857,63.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,6022.0,54.0,7.714,63.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,6065.0,43.0,6.143,63.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,6134.0,69.0,9.857,63.0,0.0,0.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,6252.0,118.0,16.857,63.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,6518.0,266.0,38.0,63.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,7249.0,731.0,104.429,66.0,3.0,0.429,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,8509.0,1260.0,180.0,72.0,6.0,0.857,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,9722.0,1213.0,173.286,93.0,21.0,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,10412.0,690.0,98.571,114.0,21.0,3.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,10746.0,334.0,47.714,132.0,18.0,2.571,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11121.0,375.0,53.571,145.0,13.0,1.857,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11335.0,214.0,30.571,149.0,4.0,0.571,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11414.0,79.0,11.286,151.0,2.0,0.286,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11491.0,77.0,11.0,152.0,1.0,0.143,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11527.0,36.0,5.143,154.0,2.0,0.286,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11556.0,29.0,4.143,154.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11572.0,16.0,2.286,154.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11587.0,15.0,2.143,155.0,1.0,0.143,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11600.0,13.0,1.857,155.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11604.0,4.0,0.571,155.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11614.0,10.0,1.429,155.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11622.0,8.0,1.143,155.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11635.0,13.0,1.857,155.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11651.0,16.0,2.286,156.0,1.0,0.143,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11659.0,8.0,1.143,156.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11678.0,19.0,2.714,156.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11690.0,12.0,1.714,157.0,1.0,0.143,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11728.0,38.0,5.429,157.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11775.0,47.0,6.714,157.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,11845.0,70.0,10.0,157.0,0.0,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,12005.0,160.0,22.857,159.0,2.0,0.286,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,12324.0,319.0,45.571,162.0,3.0,0.429,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,12881.0,557.0,79.571,169.0,7.0,1.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13216.0,335.0,47.857,177.0,8.0,1.143,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13383.0,167.0,23.857,179.0,2.0,0.286,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13444.0,61.0,8.714,181.0,2.0,0.286,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13478.0,34.0,4.857,181.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13491.0,13.0,1.857,186.0,5.0,0.714,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13495.0,4.0,0.571,186.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13501.0,6.0,0.857,186.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13504.0,3.0,0.429,186.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13508.0,4.0,0.571,187.0,1.0,0.143,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13514.0,6.0,0.857,189.0,2.0,0.286,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13528.0,14.0,2.0,189.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13568.0,40.0,5.714,189.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,13668.0,100.0,14.286,189.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,14084.0,416.0,59.429,189.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,14841.0,757.0,108.143,189.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15271.0,430.0,61.429,189.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15440.0,169.0,24.143,189.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15510.0,70.0,10.0,189.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15531.0,21.0,3.0,189.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15541.0,10.0,1.429,189.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15547.0,6.0,0.857,189.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15550.0,3.0,0.429,189.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15564.0,14.0,2.0,189.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15573.0,9.0,1.286,189.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15580.0,7.0,1.0,189.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15588.0,8.0,1.143,189.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15594.0,6.0,0.857,189.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15598.0,4.0,0.571,189.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15611.0,13.0,1.857,189.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15631.0,20.0,2.857,189.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15670.0,39.0,5.571,189.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15675.0,5.0,0.714,189.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15680.0,5.0,0.714,189.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15686.0,6.0,0.857,189.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.285,15690.0,4.0,0.571,189.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11.0,11.0,1.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16.0,5.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,18.0,2.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,19.0,1.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,20.0,1.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,22.0,2.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,24.0,2.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,31.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,32.0,1.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,33.0,1.0,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,38.0,5.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,50.0,12.0,1.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,63.0,13.0,1.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,68.0,5.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,72.0,4.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,85.0,13.0,1.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,87.0,2.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,92.0,5.0,0.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,96.0,4.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,106.0,10.0,1.429,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,110.0,4.0,0.571,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,113.0,3.0,0.429,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,117.0,4.0,0.571,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,121.0,4.0,0.571,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,134.0,13.0,1.857,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,142.0,8.0,1.143,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,144.0,2.0,0.286,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,156.0,12.0,1.714,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,157.0,1.0,0.143,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,161.0,4.0,0.571,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,165.0,4.0,0.571,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,172.0,7.0,1.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,173.0,1.0,0.143,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,174.0,1.0,0.143,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,175.0,1.0,0.143,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,178.0,3.0,0.429,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,184.0,6.0,0.857,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,188.0,4.0,0.571,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,189.0,1.0,0.143,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,191.0,2.0,0.286,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,193.0,2.0,0.286,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,194.0,1.0,0.143,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,197.0,3.0,0.429,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,206.0,9.0,1.286,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,209.0,3.0,0.429,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,216.0,7.0,1.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,218.0,2.0,0.286,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,576.0,358.0,51.143,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,1323.0,747.0,106.714,1.0,1.0,0.143,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,1638.0,315.0,45.0,4.0,3.0,0.429,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,1832.0,194.0,27.714,4.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,2498.0,666.0,95.143,7.0,3.0,0.429,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,2758.0,260.0,37.143,8.0,1.0,0.143,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,3293.0,535.0,76.429,15.0,7.0,1.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,3602.0,309.0,44.143,21.0,6.0,0.857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,4020.0,418.0,59.714,26.0,5.0,0.714,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,4153.0,133.0,19.0,28.0,2.0,0.286,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,4508.0,355.0,50.714,30.0,2.0,0.286,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,4783.0,275.0,39.286,32.0,2.0,0.286,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,4961.0,178.0,25.429,32.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,5441.0,480.0,68.571,35.0,3.0,0.429,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,5776.0,335.0,47.857,37.0,2.0,0.286,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,6086.0,310.0,44.286,42.0,5.0,0.714,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,6257.0,171.0,24.429,42.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,6430.0,173.0,24.714,44.0,2.0,0.286,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,6559.0,129.0,18.429,45.0,1.0,0.143,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,6862.0,303.0,43.286,47.0,2.0,0.286,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,7394.0,532.0,76.0,47.0,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,7957.0,563.0,80.429,48.0,1.0,0.143,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,8517.0,560.0,80.0,49.0,1.0,0.143,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,9032.0,515.0,73.571,51.0,2.0,0.286,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,10000.0,968.0,138.286,51.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,10527.0,527.0,75.286,53.0,2.0,0.286,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,10752.0,225.0,32.143,57.0,4.0,0.571,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11108.0,356.0,50.857,57.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11248.0,140.0,20.0,61.0,4.0,0.571,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11529.0,281.0,40.143,62.0,1.0,0.143,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11745.0,216.0,30.857,62.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11805.0,60.0,8.571,63.0,1.0,0.143,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11897.0,92.0,13.143,63.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11968.0,71.0,10.143,63.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,11988.0,20.0,2.857,63.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,12033.0,45.0,6.429,63.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,12161.0,128.0,18.286,63.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,12493.0,332.0,47.429,63.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,13116.0,623.0,89.0,63.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,13914.0,798.0,114.0,63.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,14295.0,381.0,54.429,67.0,4.0,0.571,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,14638.0,343.0,49.0,67.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,14781.0,143.0,20.429,67.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,14852.0,71.0,10.143,68.0,1.0,0.143,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15747.0,895.0,127.857,74.0,6.0,0.857,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15760.0,13.0,1.857,74.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15777.0,17.0,2.429,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15791.0,14.0,2.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15808.0,17.0,2.429,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15850.0,42.0,6.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15877.0,27.0,3.857,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15914.0,37.0,5.286,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15940.0,26.0,3.714,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15962.0,22.0,3.143,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15970.0,8.0,1.143,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15979.0,9.0,1.286,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15989.0,10.0,1.429,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,15993.0,4.0,0.571,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16002.0,9.0,1.286,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16009.0,7.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16013.0,4.0,0.571,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16019.0,6.0,0.857,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16026.0,7.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16027.0,1.0,0.143,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16030.0,3.0,0.429,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16031.0,1.0,0.143,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16033.0,2.0,0.286,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16034.0,1.0,0.143,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16035.0,1.0,0.143,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.567,16038.0,3.0,0.429,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.873,2.0,2.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.873,5.0,3.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.873,72.0,67.0,9.571,2.0,2.0,0.286,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.873,581.0,509.0,72.714,20.0,18.0,2.571,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.873,1488.0,907.0,129.571,68.0,48.0,6.857,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
